Transaction Date,Customer ID,Description,Stock Code,Invoice No,Quantity,Sales,Unit Price,Date,Category,Profit,Cost,Total Profit
2021-06-30 13:58:00,14803.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558565.0,1,76.5,76.5,2021-06-30,Food,21.5,55,21.5
2021-06-30 14:37:00,14191.0,Earth Rated Dog Poop Bags,85099B,558567.0,2,24.96,12.48,2021-06-30,Disposables,3.4800000000000004,9,6.960000000000001
2021-06-30 14:37:00,14191.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558567.0,2,24.96,12.48,2021-06-30,Food,-1.5199999999999996,14,-3.039999999999999
2021-06-30 14:37:00,16316.0,Canned Cat Food,21137,558568.0,2,45.0,22.5,2021-06-30,Food,1.5,21,3.0
2021-06-30 14:37:00,16316.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558568.0,2,59.4,29.7,2021-06-30,Disposables,-0.3000000000000007,30,-0.6000000000000014
2021-06-30 14:37:00,16316.0,Rechargeable Pet Nail Grinder,22960,558568.0,1,25.5,25.5,2021-06-30,Grooming,5.5,20,5.5
2021-06-30 14:37:00,16316.0,UltraSound Dog Barking Deterrent,22720,558568.0,1,29.7,29.7,2021-06-30,Electronics,4.699999999999999,25,4.699999999999999
2021-06-30 14:46:00,17017.0,Sheba Perfect Portions Pat Wet Cat Food,22197,558571.0,17,73.44,4.32,2021-06-30,Food,-0.6799999999999997,5,-11.559999999999995
2021-06-30 14:46:00,17017.0,Templation Soft Cat Treats,23084,558571.0,8,85.92,10.74,2021-06-30,Food,-1.2599999999999998,12,-10.079999999999998
2021-06-30 14:47:00,17017.0,Canned Cat Food,21137,558573.0,2,45.0,22.5,2021-06-30,Food,1.5,21,3.0
2021-06-30 15:35:00,16475.0,Dog and Puppy Pads,85123A,558611.0,1,17.7,17.7,2021-06-30,Disposables,6.699999999999999,11,6.699999999999999
2021-06-30 15:35:00,16475.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558611.0,1,29.7,29.7,2021-06-30,Disposables,-0.3000000000000007,30,-0.3000000000000007
2021-06-30 15:56:00,,Earth Rated Dog Poop Bags,85099B,558614.0,1,24.78,24.78,2021-06-30,Disposables,15.780000000000001,9,15.780000000000001
2021-06-30 15:56:00,,Pet Grooming Brush,20725,558614.0,1,24.78,24.78,2021-06-30,Grooming,15.780000000000001,9,15.780000000000001
2021-06-30 15:56:00,,Templation Soft Cat Treats,23084,558614.0,1,24.78,24.78,2021-06-30,Food,12.780000000000001,12,12.780000000000001
2021-06-30 16:22:00,16045.0,Rechargeable Pet Nail Grinder,22960,558616.0,1,25.5,25.5,2021-06-30,Grooming,5.5,20,5.5
2021-06-30 16:28:00,14401.0,Pet Odor Eliminator,84879,558619.0,2,20.28,10.14,2021-06-30,Cleanig Supplies,2.1400000000000006,8,4.280000000000001
2021-06-30 16:39:00,15584.0,Earth Rated Dog Poop Bags,85099B,558620.0,1,12.48,12.48,2021-06-30,Disposables,3.4800000000000004,9,3.4800000000000004
2021-06-30 16:51:00,16357.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558622.0,2,59.4,29.7,2021-06-30,Disposables,-0.3000000000000007,30,-0.6000000000000014
2021-06-30 17:59:00,12626.0,Earth Rated Dog Poop Bags,85099B,558628.0,2,24.96,12.48,2021-06-30,Disposables,3.4800000000000004,9,6.960000000000001
2021-06-30 17:59:00,12626.0,Pet Hair Remover,23203,558628.0,2,24.96,12.48,2021-06-30,Grooming,1.4800000000000004,11,2.960000000000001
2021-06-30 18:07:00,15615.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558630.0,2,59.4,29.7,2021-06-30,Disposables,-0.3000000000000007,30,-0.6000000000000014
2021-06-30 18:07:00,15615.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558630.0,2,24.96,12.48,2021-06-30,Food,-1.5199999999999996,14,-3.039999999999999
2021-06-30 18:07:00,15615.0,Pet Grooming Brush,20725,558630.0,2,19.8,9.9,2021-06-30,Grooming,0.9000000000000004,9,1.8000000000000007
2021-06-30 18:07:00,15615.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558630.0,1,29.7,29.7,2021-06-30,Food,1.6999999999999993,28,1.6999999999999993
2021-06-30 18:07:00,15615.0,UltraSound Dog Barking Deterrent,22720,558630.0,1,29.7,29.7,2021-06-30,Electronics,4.699999999999999,25,4.699999999999999
2021-06-30 18:17:00,17921.0,Pet Grooming Brush,20725,558631.0,1,9.9,9.9,2021-06-30,Grooming,0.9000000000000004,9,0.9000000000000004
2021-06-30 18:44:00,17930.0,Canned Cat Food,21137,558632.0,4,81.36,20.34,2021-06-30,Food,-0.6600000000000001,21,-2.6400000000000006
2021-06-30 18:44:00,17930.0,Sheba Perfect Portions Pat Wet Cat Food,22197,558632.0,6,30.6,5.1,2021-06-30,Food,0.09999999999999964,5,0.5999999999999979
2021-06-30 19:13:00,16745.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558633.0,2,24.96,12.48,2021-06-30,Food,-1.5199999999999996,14,-3.039999999999999
2021-06-30 19:13:00,16745.0,Pet Grooming Brush,20725,558633.0,2,19.8,9.9,2021-06-30,Grooming,0.9000000000000004,9,1.8000000000000007
2021-07-01 08:16:00,16317.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558638.0,1,76.5,76.5,2021-07-01,Food,21.5,55,21.5
2021-07-01 08:16:00,16317.0,UltraSound Dog Barking Deterrent,22720,558638.0,1,29.7,29.7,2021-07-01,Electronics,4.699999999999999,25,4.699999999999999
2021-07-01 08:55:00,13492.0,Pet Grooming Brush,20725,558639.0,4,39.6,9.9,2021-07-01,Grooming,0.9000000000000004,9,3.6000000000000014
2021-07-01 09:19:00,17865.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558641.0,3,197.1,65.7,2021-07-01,Food,10.700000000000003,55,32.10000000000001
2021-07-01 09:47:00,17667.0,Earth Rated Dog Poop Bags,85099B,558642.0,2,24.96,12.48,2021-07-01,Disposables,3.4800000000000004,9,6.960000000000001
2021-07-01 09:47:00,17667.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558642.0,2,59.4,29.7,2021-07-01,Disposables,-0.3000000000000007,30,-0.6000000000000014
2021-07-01 09:47:00,17667.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558642.0,1,29.7,29.7,2021-07-01,Food,1.6999999999999993,28,1.6999999999999993
2021-07-01 09:51:00,13534.0,Earth Rated Dog Poop Bags,85099B,558643.0,4,49.92,12.48,2021-07-01,Disposables,3.4800000000000004,9,13.920000000000002
2021-07-01 09:51:00,13534.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558643.0,4,49.92,12.48,2021-07-01,Food,-1.5199999999999996,14,-6.079999999999998
2021-07-01 09:51:00,13534.0,Pet Hair Remover,23203,558643.0,2,24.96,12.48,2021-07-01,Grooming,1.4800000000000004,11,2.960000000000001
2021-07-01 10:47:00,17123.0,Dog and Puppy Pads,85123A,558671.0,3,53.1,17.7,2021-07-01,Disposables,6.699999999999999,11,20.099999999999998
2021-07-01 10:58:00,17800.0,Pet Grooming Brush,20725,558679.0,1,9.9,9.9,2021-07-01,Grooming,0.9000000000000004,9,0.9000000000000004
2021-07-01 11:19:00,,Earth Rated Dog Poop Bags,85099B,558680.0,1,24.78,24.78,2021-07-01,Disposables,15.780000000000001,9,15.780000000000001
2021-07-01 11:19:00,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558680.0,1,24.78,24.78,2021-07-01,Food,10.780000000000001,14,10.780000000000001
2021-07-01 11:20:00,,Earth Rated Dog Poop Bags,85099B,558682.0,1,24.78,24.78,2021-07-01,Disposables,15.780000000000001,9,15.780000000000001
2021-07-01 11:20:00,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558681.0,1,24.78,24.78,2021-07-01,Food,10.780000000000001,14,10.780000000000001
2021-07-01 11:20:00,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558682.0,1,24.78,24.78,2021-07-01,Food,10.780000000000001,14,10.780000000000001
2021-07-01 11:20:00,,Templation Soft Cat Treats,23084,558681.0,1,24.78,24.78,2021-07-01,Food,12.780000000000001,12,12.780000000000001
2021-07-01 11:20:00,,Templation Soft Cat Treats,23084,558682.0,1,24.78,24.78,2021-07-01,Food,12.780000000000001,12,12.780000000000001
2021-07-01 11:23:00,,Earth Rated Dog Poop Bags,85099B,558683.0,1,24.78,24.78,2021-07-01,Disposables,15.780000000000001,9,15.780000000000001
2021-07-01 11:23:00,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558683.0,1,24.78,24.78,2021-07-01,Food,10.780000000000001,14,10.780000000000001
2021-07-01 11:29:00,14016.0,Canned Cat Food,21137,558684.0,1,22.5,22.5,2021-07-01,Food,1.5,21,1.5
2021-07-01 11:29:00,14016.0,Templation Soft Cat Treats,23084,558684.0,1,12.48,12.48,2021-07-01,Food,0.4800000000000004,12,0.4800000000000004
2021-07-01 11:32:00,17706.0,Purina Pro Plan Adult Sensitive Skin,23284,558685.0,1,47.7,47.7,2021-07-01,Supplements,14.700000000000003,33,14.700000000000003
2021-07-01 11:33:00,17706.0,Earth Rated Dog Poop Bags,85099B,558686.0,2,24.96,12.48,2021-07-01,Disposables,3.4800000000000004,9,6.960000000000001
2021-07-01 12:09:00,16746.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558696.0,2,24.96,12.48,2021-07-01,Food,-1.5199999999999996,14,-3.039999999999999
2021-07-01 12:09:00,16746.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558696.0,1,76.5,76.5,2021-07-01,Food,21.5,55,21.5
2021-07-01 12:33:00,17920.0,Sheba Perfect Portions Pat Wet Cat Food,22197,558700.0,1,5.1,5.1,2021-07-01,Food,0.09999999999999964,5,0.09999999999999964
2021-07-01 12:34:00,16866.0,Sheba Perfect Portions Pat Wet Cat Food,22197,558701.0,2,10.2,5.1,2021-07-01,Food,0.09999999999999964,5,0.1999999999999993
2021-07-01 12:45:00,12748.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558702.0,1,29.7,29.7,2021-07-01,Disposables,-0.3000000000000007,30,-0.3000000000000007
2021-07-01 12:45:00,12748.0,Purina Pro Plan Adult Sensitive Skin,23284,558702.0,1,47.7,47.7,2021-07-01,Supplements,14.700000000000003,33,14.700000000000003
2021-07-01 12:47:00,13730.0,Pet Odor Eliminator,84879,558703.0,3,30.42,10.14,2021-07-01,Cleanig Supplies,2.1400000000000006,8,6.420000000000002
2021-07-01 12:47:00,13730.0,Sheba Perfect Portions Pat Wet Cat Food,22197,558703.0,2,10.2,5.1,2021-07-01,Food,0.09999999999999964,5,0.1999999999999993
2021-07-01 12:47:00,13730.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558703.0,1,76.5,76.5,2021-07-01,Food,21.5,55,21.5
2021-07-01 12:52:00,12748.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558705.0,1,29.7,29.7,2021-07-01,Disposables,-0.3000000000000007,30,-0.3000000000000007
2021-07-01 12:58:00,12748.0,Dog and Puppy Pads,85123A,558707.0,1,17.7,17.7,2021-07-01,Disposables,6.699999999999999,11,6.699999999999999
2021-07-01 13:02:00,17338.0,Dog and Puppy Pads,85123A,558709.0,1,17.7,17.7,2021-07-01,Disposables,6.699999999999999,11,6.699999999999999
2021-07-01 13:07:00,15483.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558713.0,1,29.7,29.7,2021-07-01,Food,1.6999999999999993,28,1.6999999999999993
2021-07-01 13:31:00,16589.0,Dog and Puppy Pads,85123A,558718.0,1,17.7,17.7,2021-07-01,Disposables,6.699999999999999,11,6.699999999999999
2021-07-01 13:48:00,13576.0,Canned Cat Food,21137,558719.0,12,244.08,20.34,2021-07-01,Food,-0.6600000000000001,21,-7.920000000000002
2021-07-01 14:51:00,13450.0,Rechargeable Pet Nail Grinder,22960,558729.0,2,45.0,22.5,2021-07-01,Grooming,2.5,20,5.0
2021-07-01 14:53:00,13285.0,Pet Grooming Brush,20725,558731.0,2,19.8,9.9,2021-07-01,Grooming,0.9000000000000004,9,1.8000000000000007
2021-07-01 14:53:00,13285.0,Pet Hair Remover,23203,558731.0,2,23.4,11.7,2021-07-01,Grooming,0.6999999999999993,11,1.3999999999999986
2021-07-01 14:53:00,13285.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558731.0,1,29.7,29.7,2021-07-01,Food,1.6999999999999993,28,1.6999999999999993
2021-07-01 15:39:00,16775.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558740.0,2,59.4,29.7,2021-07-01,Disposables,-0.3000000000000007,30,-0.6000000000000014
2021-07-01 15:39:00,16775.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558740.0,2,59.4,29.7,2021-07-01,Food,1.6999999999999993,28,3.3999999999999986
2021-07-01 17:23:00,14415.0,Dog and Puppy Pads,85123A,558746.0,2,35.4,17.7,2021-07-01,Disposables,6.699999999999999,11,13.399999999999999
2021-07-01 17:23:00,14415.0,Earth Rated Dog Poop Bags,85099B,558746.0,2,24.96,12.48,2021-07-01,Disposables,3.4800000000000004,9,6.960000000000001
2021-07-01 17:23:00,14415.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558746.0,1,12.48,12.48,2021-07-01,Food,-1.5199999999999996,14,-1.5199999999999996
2021-07-03 10:11:00,15465.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558747.0,3,197.1,65.7,2021-07-03,Food,10.700000000000003,55,32.10000000000001
2021-07-03 10:28:00,16326.0,Purina Pro Plan Adult Sensitive Skin,23284,558749.0,1,47.7,47.7,2021-07-03,Supplements,14.700000000000003,33,14.700000000000003
2021-07-03 10:47:00,18226.0,Pet Grooming Brush,20725,558750.0,4,39.6,9.9,2021-07-03,Grooming,0.9000000000000004,9,3.6000000000000014
2021-07-03 10:47:00,18226.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558750.0,1,29.7,29.7,2021-07-03,Food,1.6999999999999993,28,1.6999999999999993
2021-07-03 11:26:00,16009.0,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,558751.0,1,17.7,17.7,2021-07-03,Disposables,-0.3000000000000007,18,-0.3000000000000007
2021-07-03 11:26:00,16009.0,Templation Soft Cat Treats,23084,558751.0,1,12.48,12.48,2021-07-03,Food,0.4800000000000004,12,0.4800000000000004
2021-07-03 11:40:00,16931.0,Dog and Puppy Pads,85123A,558752.0,2,35.4,17.7,2021-07-03,Disposables,6.699999999999999,11,13.399999999999999
2021-07-03 12:10:00,15518.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558754.0,1,76.5,76.5,2021-07-03,Food,21.5,55,21.5
2021-07-03 12:21:00,12843.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558756.0,2,59.4,29.7,2021-07-03,Disposables,-0.3000000000000007,30,-0.6000000000000014
2021-07-03 12:21:00,12843.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558756.0,1,29.7,29.7,2021-07-03,Food,1.6999999999999993,28,1.6999999999999993
2021-07-03 12:22:00,13148.0,NexGard Chew for Dogs,82484,558757.0,1,47.7,47.7,2021-07-03,Food,10.700000000000003,37,10.700000000000003
2021-07-03 12:36:00,13148.0,Pet Grooming Brush,20725,558759.0,2,19.8,9.9,2021-07-03,Grooming,0.9000000000000004,9,1.8000000000000007
2021-07-03 12:38:00,16918.0,Dog and Puppy Pads,85123A,558760.0,1,17.7,17.7,2021-07-03,Disposables,6.699999999999999,11,6.699999999999999
2021-07-03 12:38:00,16918.0,Earth Rated Dog Poop Bags,85099B,558760.0,1,12.48,12.48,2021-07-03,Disposables,3.4800000000000004,9,3.4800000000000004
2021-07-03 12:38:00,16918.0,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558760.0,1,12.48,12.48,2021-07-03,Food,-1.5199999999999996,14,-1.5199999999999996
2021-07-03 12:38:00,16918.0,Pet Grooming Brush,20725,558760.0,1,9.9,9.9,2021-07-03,Grooming,0.9000000000000004,9,0.9000000000000004
2021-07-03 12:52:00,15033.0,Purina Pro Plan Adult Sensitive Skin,23284,558761.0,1,47.7,47.7,2021-07-03,Supplements,14.700000000000003,33,14.700000000000003
2021-07-03 13:05:00,15023.0,UltraSound Dog Barking Deterrent,22720,558762.0,1,29.7,29.7,2021-07-03,Electronics,4.699999999999999,25,4.699999999999999
2021-07-03 13:08:00,12841.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558763.0,1,29.7,29.7,2021-07-03,Food,1.6999999999999993,28,1.6999999999999993
2021-07-03 13:08:00,12841.0,Rechargeable Pet Nail Grinder,22960,558763.0,1,25.5,25.5,2021-07-03,Grooming,5.5,20,5.5
2021-07-03 13:24:00,14257.0,Litter Slide Multi-Cat Scented Clumping Clay Cat Litter,22086,558766.0,4,70.8,17.7,2021-07-03,Disposables,-0.3000000000000007,18,-1.2000000000000028
2021-07-03 13:24:00,14257.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558766.0,2,59.4,29.7,2021-07-03,Disposables,-0.3000000000000007,30,-0.6000000000000014
2021-07-03 13:24:00,14257.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558766.0,2,59.4,29.7,2021-07-03,Food,1.6999999999999993,28,3.3999999999999986
2021-07-03 13:27:00,13833.0,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558767.0,1,29.7,29.7,2021-07-03,Disposables,-0.3000000000000007,30,-0.3000000000000007
2021-07-03 13:27:00,13833.0,Purina Pro Plan Adult Sensitive Skin,23284,558767.0,1,47.7,47.7,2021-07-03,Supplements,14.700000000000003,33,14.700000000000003
2021-07-03 13:27:00,13833.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558767.0,1,76.5,76.5,2021-07-03,Food,21.5,55,21.5
2021-07-03 13:33:00,15952.0,Dog and Puppy Pads,85123A,558768.0,1,17.7,17.7,2021-07-03,Disposables,6.699999999999999,11,6.699999999999999
2021-07-03 15:19:00,12748.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558770.0,1,76.5,76.5,2021-07-03,Food,21.5,55,21.5
2021-07-03 15:53:00,17105.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558771.0,1,76.5,76.5,2021-07-03,Food,21.5,55,21.5
2021-07-03 16:00:00,15007.0,Pet Grooming Brush,20725,558772.0,2,19.8,9.9,2021-07-03,Grooming,0.9000000000000004,9,1.8000000000000007
2021-07-03 16:00:00,17781.0,NexGard Chew for Dogs,82484,558773.0,1,47.7,47.7,2021-07-03,Food,10.700000000000003,37,10.700000000000003
2021-07-04 10:17:00,,Canned Cat Food,21137,558774.0,1,44.76,44.76,2021-07-04,Food,23.759999999999998,21,23.759999999999998
2021-07-04 10:17:00,,Earth Rated Dog Poop Bags,85099B,558774.0,2,24.96,12.48,2021-07-04,Disposables,3.4800000000000004,9,6.960000000000001
2021-07-04 10:17:00,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558774.0,1,64.74,64.74,2021-07-04,Disposables,34.739999999999995,30,34.739999999999995
2021-07-04 10:17:00,,Pet Grooming Brush,20725,558774.0,1,24.78,24.78,2021-07-04,Grooming,15.780000000000001,9,15.780000000000001
2021-07-04 10:17:00,,Pet Hair Remover,23203,558774.0,1,24.78,24.78,2021-07-04,Grooming,13.780000000000001,11,13.780000000000001
2021-07-04 10:17:00,,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558774.0,1,64.74,64.74,2021-07-04,Food,36.739999999999995,28,36.739999999999995
2021-07-04 10:17:00,,Rechargeable Pet Nail Grinder,22960,558774.0,1,49.74,49.74,2021-07-04,Grooming,29.740000000000002,20,29.740000000000002
2021-07-04 10:17:00,,Sheba Perfect Portions Pat Wet Cat Food,22197,558774.0,1,9.78,9.78,2021-07-04,Food,4.779999999999999,5,4.779999999999999
2021-07-04 10:17:00,,Templation Soft Cat Treats,23084,558774.0,1,24.78,24.78,2021-07-04,Food,12.780000000000001,12,12.780000000000001
2021-07-04 10:23:00,,Dog and Puppy Pads,85123A,558777.0,1,34.74,34.74,2021-07-04,Disposables,23.740000000000002,11,23.740000000000002
2021-07-04 10:23:00,,Earth Rated Dog Poop Bags,85099B,558777.0,2,24.96,12.48,2021-07-04,Disposables,3.4800000000000004,9,6.960000000000001
2021-07-04 10:23:00,,"Memory Foam Pet Beds for Small, Medium, and Large Dogs and Cats",47566,558777.0,1,64.74,64.74,2021-07-04,Disposables,34.739999999999995,30,34.739999999999995
2021-07-04 10:23:00,,Pet Grooming Brush,20725,558777.0,1,24.78,24.78,2021-07-04,Grooming,15.780000000000001,9,15.780000000000001
2021-07-04 10:23:00,,Pet Hair Remover,23203,558777.0,1,12.48,12.48,2021-07-04,Grooming,1.4800000000000004,11,1.4800000000000004
2021-07-04 10:23:00,,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558777.0,1,64.74,64.74,2021-07-04,Food,36.739999999999995,28,36.739999999999995
2021-07-04 10:23:00,,Purina Pro Plan Adult Sensitive Skin,23284,558777.0,1,99.78,99.78,2021-07-04,Supplements,66.78,33,66.78
2021-07-04 10:23:00,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558777.0,1,76.5,76.5,2021-07-04,Food,21.5,55,21.5
2021-07-04 10:23:00,,Templation Soft Cat Treats,23084,558777.0,1,24.78,24.78,2021-07-04,Food,12.780000000000001,12,12.780000000000001
2021-07-04 10:23:00,,UltraSound Dog Barking Deterrent,22720,558777.0,1,64.74,64.74,2021-07-04,Electronics,39.739999999999995,25,39.739999999999995
2021-07-04 10:27:00,17160.0,Earth Rated Dog Poop Bags,85099B,558778.0,2,24.96,12.48,2021-07-04,Disposables,3.4800000000000004,9,6.960000000000001
2021-07-04 10:27:00,17160.0,Pet Grooming Brush,20725,558778.0,2,19.8,9.9,2021-07-04,Grooming,0.9000000000000004,9,1.8000000000000007
2021-07-04 10:27:00,17160.0,Pet Hair Remover,23203,558778.0,2,24.96,12.48,2021-07-04,Grooming,1.4800000000000004,11,2.960000000000001
2021-07-04 11:10:00,,Indoor Pet Camera,22502,558809.0,1,64.74,64.74,2021-07-04,Electronics,21.739999999999995,43,21.739999999999995
2021-07-04 11:10:00,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558808.0,1,24.78,24.78,2021-07-04,Food,10.780000000000001,14,10.780000000000001
2021-07-04 11:10:00,,Sheba Perfect Portions Pat Wet Cat Food,22197,558808.0,1,9.78,9.78,2021-07-04,Food,4.779999999999999,5,4.779999999999999
2021-07-04 11:10:00,,Sheba Perfect Portions Pat Wet Cat Food,22197,558809.0,1,9.78,9.78,2021-07-04,Food,4.779999999999999,5,4.779999999999999
2021-07-04 11:11:00,,Dog and Puppy Pads,85123A,558810.0,1,39.78,39.78,2021-07-04,Disposables,28.78,11,28.78
2021-07-04 11:11:00,,Earth Rated Dog Poop Bags,85099B,558810.0,1,24.78,24.78,2021-07-04,Disposables,15.780000000000001,9,15.780000000000001
2021-07-04 11:11:00,,Indoor Pet Camera,22502,558810.0,1,64.74,64.74,2021-07-04,Electronics,21.739999999999995,43,21.739999999999995
2021-07-04 11:11:00,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558810.0,1,24.78,24.78,2021-07-04,Food,10.780000000000001,14,10.780000000000001
2021-07-04 11:11:00,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558811.0,1,24.78,24.78,2021-07-04,Food,10.780000000000001,14,10.780000000000001
2021-07-04 11:35:00,16265.0,Rechargeable Pet Nail Grinder,22960,558812.0,1,25.5,25.5,2021-07-04,Grooming,5.5,20,5.5
2021-07-04 11:35:00,16265.0,Sheba Perfect Portions Pat Wet Cat Food,22197,558812.0,4,20.4,5.1,2021-07-04,Food,0.09999999999999964,5,0.3999999999999986
2021-07-04 11:42:00,12682.0,Pet Grooming Brush,20725,558813.0,4,39.6,9.9,2021-07-04,Grooming,0.9000000000000004,9,3.6000000000000014
2021-07-04 11:42:00,12682.0,Templation Soft Cat Treats,23084,558813.0,12,128.88,10.74,2021-07-04,Food,-1.2599999999999998,12,-15.119999999999997
2021-07-04 11:47:00,14049.0,Pet Grooming Brush,20725,558814.0,2,19.8,9.9,2021-07-04,Grooming,0.9000000000000004,9,1.8000000000000007
2021-07-04 11:58:00,,Earth Rated Dog Poop Bags,85099B,558835.0,1,24.78,24.78,2021-07-04,Disposables,15.780000000000001,9,15.780000000000001
2021-07-04 11:58:00,,Earth Rated Dog Poop Bags,85099B,558837.0,1,24.78,24.78,2021-07-04,Disposables,15.780000000000001,9,15.780000000000001
2021-07-04 11:58:00,,Milk-Bone MaroSnacks Dog Treats with Real Bone,22386,558837.0,1,24.78,24.78,2021-07-04,Food,10.780000000000001,14,10.780000000000001
2021-07-04 11:58:00,,Templation Soft Cat Treats,23084,558837.0,1,24.78,24.78,2021-07-04,Food,12.780000000000001,12,12.780000000000001
2021-07-04 12:19:00,13373.0,NexGard Chew for Dogs,82484,558861.0,1,47.7,47.7,2021-07-04,Food,10.700000000000003,37,10.700000000000003
2021-07-04 12:19:00,13373.0,Rechargeable Pet Nail Grinder,22960,558861.0,1,25.5,25.5,2021-07-04,Grooming,5.5,20,5.5
2021-07-04 12:19:00,13373.0,Sheba Perfect Portions Pat Wet Cat Food,22197,558861.0,2,10.2,5.1,2021-07-04,Food,0.09999999999999964,5,0.1999999999999993
2021-07-04 12:19:00,13373.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558861.0,1,76.5,76.5,2021-07-04,Food,21.5,55,21.5
2021-07-04 12:28:00,17243.0,Dog and Puppy Pads,85123A,558863.0,1,17.7,17.7,2021-07-04,Disposables,6.699999999999999,11,6.699999999999999
2021-07-04 12:28:00,17243.0,UltraSound Dog Barking Deterrent,22720,558863.0,1,29.7,29.7,2021-07-04,Electronics,4.699999999999999,25,4.699999999999999
2021-07-04 12:38:00,,Pet Odor Eliminator,84879,558864.0,2,20.28,10.14,2021-07-04,Cleanig Supplies,2.1400000000000006,8,4.280000000000001
2021-07-04 12:38:00,,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558864.0,1,29.7,29.7,2021-07-04,Food,1.6999999999999993,28,1.6999999999999993
2021-07-04 12:38:00,,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558864.0,1,76.5,76.5,2021-07-04,Food,21.5,55,21.5
2021-07-04 12:38:00,,UltraSound Dog Barking Deterrent,22720,558864.0,1,29.7,29.7,2021-07-04,Electronics,4.699999999999999,25,4.699999999999999
2021-07-04 12:41:00,17765.0,Purina Pro Plan Adult Sensitive Skin,23284,558867.0,1,47.7,47.7,2021-07-04,Supplements,14.700000000000003,33,14.700000000000003
2021-07-04 12:47:00,13266.0,Purina ONE SmartBlend Natural Adult Chicken 10lb,23298,558868.0,1,29.7,29.7,2021-07-04,Food,1.6999999999999993,28,1.6999999999999993
2021-07-04 13:19:00,12557.0,Pet Grooming Brush,20725,558871.0,17,147.9,8.7,2021-07-04,Grooming,-0.3000000000000007,9,-5.100000000000012
2021-07-04 13:28:00,15290.0,Taste of the Wild High Prairie Grain-Free Dry Dog Food 40lb,22423,558873.0,1,76.5,76.5,2021-07-04,Food,21.5,55,21.5
2021-07-04 13:35:00,13301.0,Canned Cat Food,21137,558875.0,1,22.5,22.5,2021-07-04,Food,1.5,21,1.5
